FLIGHT i wanna go from denver to indianapolis on november eighteenth
NONE word=i word-1=<s> word+1=wanna word+2=go
DAY_NUMBER-I word=first word-1=thirty word-2=july word+1=returning word+2=</s>
NONE word=returning word-1=first word-2=thirty word+1=</s>

CITY_FROM_TO i wanna go from denver to new york
NONE word=i word-1=<s> word+1=wanna word+2=go
NONE word=wanna word-1=i word-2=<s> word+1=go word+2=from
NONE word=go word-1=wanna word-2=i word+1=from word+2=denver
NONE word=from word-1=go word-2=wanna word+1=denver word+2=to
FROMLOC.CITY_NAME-B word=denver word-1=from word-2=go word+1=to word+2=new
NONE word=to word-1=denver word-2=from word+1=new word+2=york
TOLOC.CITY_NAME-B word=new word-1=to word-2=denver word+1=york word+2=</s>
TOLOC.CITY_NAME-I word=york word-1=new word-2=to word+1=</s>

FLIGHT wait denver to san antonio on august twelfth
NONE word=wait word-1=<s> word+1=denver word+2=to
FROMLOC.CITY_NAME-B word=denver word-1=wait word-2=<s> word+1=to word+2=san
NONE word=to word-1=denver word-2=wait word+1=san word+2=antonio
TOLOC.CITY_NAME-B word=san word-1=to word-2=denver word+1=antonio word+2=on
TOLOC.CITY_NAME-I word=antonio word-1=san word-2=to word+1=on word+2=august
NONE word=on word-1=antonio word-2=san word+1=august word+2=twelfth
MONTH_NAME-B word=august word-1=on word-2=antonio word+1=twelfth word+2=</s>
DAY_NUMBER-B word=twelfth word-1=august word-2=on word+1=</s>

FLIGHT dia to san antonio on august thirteenth
AIRPORT_CODE-B word=dia word-1=<s> word+1=to word+2=san
NONE word=to word-1=dia word-2=<s> word+1=san word+2=antonio
TOLOC.CITY_NAME-B word=san word-1=to word-2=dia word+1=antonio word+2=on
TOLOC.CITY_NAME-I word=antonio word-1=san word-2=to word+1=on word+2=august
NONE word=on word-1=antonio word-2=san word+1=august word+2=thirteenth
MONTH_NAME-B word=august word-1=on word-2=antonio word+1=thirteenth word+2=</s>
DAY_NUMBER-B word=thirteenth word-1=august word-2=on word+1=</s>

FLIGHT dia to san antonio on august thirteenth
AIRPORT_CODE-B word=dia word-1=<s> word+1=to word+2=san
NONE word=to word-1=dia word-2=<s> word+1=san word+2=antonio
TOLOC.CITY_NAME-B word=san word-1=to word-2=dia word+1=antonio word+2=on
TOLOC.CITY_NAME-I word=antonio word-1=san word-2=to word+1=on word+2=august
NONE word=on word-1=antonio word-2=san word+1=august word+2=thirteenth
MONTH_NAME-B word=august word-1=on word-2=antonio word+1=thirteenth word+2=</s>
DAY_NUMBER-B word=thirteenth word-1=august word-2=on word+1=</s>

AIR yes it's correct lastest chance
NONE word=yes word-1=<s> word+1=it's word+2=correct
NONE word=it's word-1=yes word-2=<s> word+1=correct word+2=lastest
NONE word=correct word-1=it's word-2=yes word+1=lastest word+2=chance
FLIGHT_MOD-B word=lastest word-1=correct word-2=it's word+1=chance word+2=</s>
NONE word=chance word-1=lastest word-2=correct word+1=</s>

DATE_TIME two thirty
TIME-B word=two word-1=<s> word+1=thirty word+2=</s>
TIME-B word=thirty word-1=two word-2=<s> word+1=</s>

DATE_TIME four o'clock
TIME-B word=four word-1=<s> word+1=o'clock word+2=</s>
NONE word=o'clock word-1=four word-2=<s> word+1=</s>

DATE_TIME two pm
TIME-B word=two word-1=<s> word+1=pm word+2=</s>
PERIOD_OF_DAY-B word=pm word-1=two word-2=<s> word+1=</s>

CITY los angeles
CITY_NAME-B word=los word-1=<s> word+1=angeles word+2=</s>
CITY_NAME-I word=angeles word-1=los word-2=<s> word+1=</s>

DATE_TIME ten am
TIME-B word=ten word-1=<s> word+1=am word+2=</s>
PERIOD_OF_DAY-B word=am word-1=ten word-2=<s> word+1=</s>

AIRLINE united airlines please
AIRLINE_CODE-B word=united word-1=<s> word+1=airlines word+2=please
NONE word=airlines word-1=united word-2=<s> word+1=please word+2=</s>
NONE word=please word-1=airlines word-2=united word+1=</s>

DATE_TIME august eleventh
MONTH_NAME-B word=august word-1=<s> word+1=eleventh word+2=</s>
DAY_NUMBER-B word=eleventh word-1=august word-2=<s> word+1=</s>

CITY london
CITY_NAME-B word=london word-1=<s> word+1=</s>

DATE_TIME august thirteenth
MONTH_NAME-B word=august word-1=<s> word+1=thirteenth word+2=</s>
DAY_NUMBER-B word=thirteenth word-1=august word-2=<s> word+1=</s>

DATE_TIME september third
MONTH_NAME-B word=september word-1=<s> word+1=third word+2=</s>
DAY_NUMBER-B word=third word-1=september word-2=<s> word+1=</s>

AIRLINE united airline
AIRLINE_CODE-B word=united word-1=<s> word+1=airline word+2=</s>
NONE word=airline word-1=united word-2=<s> word+1=</s>

CITY_FROM_TO seattle to milan
FROMLOC.CITY_NAME-B word=seattle word-1=<s> word+1=to word+2=milan
NONE word=to word-1=seattle word-2=<s> word+1=milan word+2=</s>
TOLOC.CITY_NAME-B word=milan word-1=to word-2=seattle word+1=</s>

DATE_TIME twelve noon
NONE word=twelve word-1=<s> word+1=noon word+2=</s>
TIME-B word=noon word-1=twelve word-2=<s> word+1=</s>

RETURN i'll return on january first two thousand and one
NONE word=i'll word-1=<s> word+1=return word+2=on
NONE word=return word-1=i'll word-2=<s> word+1=on word+2=january
NONE word=on word-1=return word-2=i'll word+1=january word+2=first
RETURN.MONTH_NAME-B word=january word-1=on word-2=return word+1=first word+2=two
RETURN.DAY_NUMBER-B word=first word-1=january word-2=on word+1=two word+2=thousand
RETURN.YEAR_NAME-B word=two word-1=first word-2=january word+1=thousand word+2=and
RETURN.YEAR_NAME-I word=thousand word-1=two word-2=first word+1=and word+2=one
RETURN.YEAR_NAME-I word=and word-1=thousand word-2=two word+1=one word+2=</s>
RETURN.YEAR_NAME-I word=one word-1=and word-2=thousand word+1=</s>

AIRLINE united
AIRLINE_CODE-B word=united word-1=<s> word+1=</s>

FLIGHT going to las vegas
NONE word=going word-1=<s> word+1=to word+2=las
NONE word=to word-1=going word-2=<s> word+1=las word+2=vegas
TOLOC.CITY_NAME-B word=las word-1=to word-2=going word+1=vegas word+2=</s>
TOLOC.CITY_NAME-I word=vegas word-1=las word-2=to word+1=</s>

AIRLINE united airlines
AIRLINE_CODE-B word=united word-1=<s> word+1=airlines word+2=</s>
NONE word=airlines word-1=united word-2=<s> word+1=</s>

CITY denver colorado
CITY_NAME-B word=denver word-1=<s> word+1=colorado word+2=</s>
STATE_NAME-B word=colorado word-1=denver word-2=<s> word+1=</s>

DATE_TIME six am
TIME-B word=six word-1=<s> word+1=am word+2=</s>
PERIOD_OF_DAY-B word=am word-1=six word-2=<s> word+1=</s>

DATE_TIME five pm
TIME-B word=five word-1=<s> word+1=pm word+2=</s>
PERIOD_OF_DAY-B word=pm word-1=five word-2=<s> word+1=</s>

DATE_TIME december twenty fourth
MONTH_NAME-B word=december word-1=<s> word+1=twenty word+2=fourth
DAY_NUMBER-B word=twenty word-1=december word-2=<s> word+1=fourth word+2=</s>
DAY_NUMBER-I word=fourth word-1=twenty word-2=december word+1=</s>

DATE_TIME the twenty eighth of august
NONE word=the word-1=<s> word+1=twenty word+2=eighth
DAY_NUMBER-B word=twenty word-1=the word-2=<s> word+1=eighth word+2=of
DAY_NUMBER-I word=eighth word-1=twenty word-2=the word+1=of word+2=august
NONE word=of word-1=eighth word-2=twenty word+1=august word+2=</s>
MONTH_NAME-B word=august word-1=of word-2=eighth word+1=</s>

DATE_TIME eleven am
TIME-B word=eleven word-1=<s> word+1=am word+2=</s>
PERIOD_OF_DAY-B word=am word-1=eleven word-2=<s> word+1=</s>

AIRLINE united
AIRLINE_CODE-B word=united word-1=<s> word+1=</s>

FLIGHT and then going to new york
NONE word=and word-1=<s> word+1=then word+2=going
NONE word=then word-1=and word-2=<s> word+1=going word+2=to
NONE word=going word-1=then word-2=and word+1=to word+2=new
NONE word=to word-1=going word-2=then word+1=new word+2=york
TOLOC.CITY_NAME-B word=new word-1=to word-2=going word+1=york word+2=</s>
TOLOC.CITY_NAME-I word=york word-1=new word-2=to word+1=</s>

DATE_TIME two pm
TIME-B word=two word-1=<s> word+1=pm word+2=</s>
PERIOD_OF_DAY-B word=pm word-1=two word-2=<s> word+1=</s>

DATE_TIME in the afternoon
NONE word=in word-1=<s> word+1=the word+2=afternoon
NONE word=the word-1=in word-2=<s> word+1=afternoon word+2=</s>
PERIOD_OF_DAY-B word=afternoon word-1=the word-2=in word+1=</s>

DATE_TIME ten am
TIME-B word=ten word-1=<s> word+1=am word+2=</s>
PERIOD_OF_DAY-B word=am word-1=ten word-2=<s> word+1=</s>

FLIGHT los angeles california to cairo egypt
FROMLOC.CITY_NAME-B word=los word-1=<s> word+1=angeles word+2=california
FROMLOC.CITY_NAME-I word=angeles word-1=los word-2=<s> word+1=california word+2=to
STATE_NAME-B word=california word-1=angeles word-2=los word+1=to word+2=cairo
NONE word=to word-1=california word-2=angeles word+1=cairo word+2=egypt
TOLOC.CITY_NAME-B word=cairo word-1=to word-2=california word+1=egypt word+2=</s>
TOLOC.COUNTRY-B word=egypt word-1=cairo word-2=to word+1=</s>

CITY new orleans
CITY_NAME-B word=new word-1=<s> word+1=orleans word+2=</s>
CITY_NAME-I word=orleans word-1=new word-2=<s> word+1=</s>

FLIGHT i would like to fly from denver international airport
NONE word=i word-1=<s> word+1=would word+2=like
NONE word=would word-1=i word-2=<s> word+1=like word+2=to
NONE word=like word-1=would word-2=i word+1=to word+2=fly
NONE word=to word-1=like word-2=would word+1=fly word+2=from
NONE word=fly word-1=to word-2=like word+1=from word+2=denver
NONE word=from word-1=fly word-2=to word+1=denver word+2=international
FROMLOC.AIRPORT_NAME-B word=denver word-1=from word-2=fly word+1=international word+2=airport
FROMLOC.AIRPORT_NAME-I word=international word-1=denver word-2=from word+1=airport word+2=</s>
FROMLOC.AIRPORT_NAME-I word=airport word-1=international word-2=denver word+1=</s>

AIRLINE united
AIRLINE_CODE-B word=united word-1=<s> word+1=</s>

DATE_TIME seven am
TIME-B word=seven word-1=<s> word+1=am word+2=</s>
PERIOD_OF_DAY-B word=am word-1=seven word-2=<s> word+1=</s>

CITY columbus ohio
CITY_NAME-B word=columbus word-1=<s> word+1=ohio word+2=</s>
STATE_NAME-B word=ohio word-1=columbus word-2=<s> word+1=</s>

DATE_TIME twelve thirty pm
TIME-B word=twelve word-1=<s> word+1=thirty word+2=pm
TIME-B word=thirty word-1=twelve word-2=<s> word+1=pm word+2=</s>
PERIOD_OF_DAY-B word=pm word-1=thirty word-2=twelve word+1=</s>

DATE_TIME in the afternoon
NONE word=in word-1=<s> word+1=the word+2=afternoon
NONE word=the word-1=in word-2=<s> word+1=afternoon word+2=</s>
PERIOD_OF_DAY-B word=afternoon word-1=the word-2=in word+1=</s>

DATE_TIME august second
MONTH_NAME-B word=august word-1=<s> word+1=second word+2=</s>
DAY_NUMBER-B word=second word-1=august word-2=<s> word+1=</s>

DATE_TIME in the morning
NONE word=in word-1=<s> word+1=the word+2=morning
NONE word=the word-1=in word-2=<s> word+1=morning word+2=</s>
PERIOD_OF_DAY-B word=morning word-1=the word-2=in word+1=</s>

DATE_TIME august twelfth
MONTH_NAME-B word=august word-1=<s> word+1=twelfth word+2=</s>
DAY_NUMBER-B word=twelfth word-1=august word-2=<s> word+1=</s>

DATE_TIME august twenty third
MONTH_NAME-B word=august word-1=<s> word+1=twenty word+2=third
DAY_NUMBER-B word=twenty word-1=august word-2=<s> word+1=third word+2=</s>
DAY_NUMBER-I word=third word-1=twenty word-2=august word+1=</s>

DATE_TIME august twelfth
MONTH_NAME-B word=august word-1=<s> word+1=twelfth word+2=</s>
DAY_NUMBER-B word=twelfth word-1=august word-2=<s> word+1=</s>

DATE_TIME september twelve
MONTH_NAME-B word=september word-1=<s> word+1=twelve word+2=</s>
DAY_NUMBER-B word=twelve word-1=september word-2=<s> word+1=</s>

DATE_TIME eleven o'clock am
TIME-B word=eleven word-1=<s> word+1=o'clock word+2=am
NONE word=o'clock word-1=eleven word-2=<s> word+1=am word+2=</s>
PERIOD_OF_DAY-B word=am word-1=o'clock word-2=eleven word+1=</s>

DATE_TIME nine o'clock in the morning
TIME-B word=nine word-1=<s> word+1=o'clock word+2=in
NONE word=o'clock word-1=nine word-2=<s> word+1=in word+2=the
NONE word=in word-1=o'clock word-2=nine word+1=the word+2=morning
NONE word=the word-1=in word-2=o'clock word+1=morning word+2=</s>
PERIOD_OF_DAY-B word=morning word-1=the word-2=in word+1=</s>

DATE_TIME eleven am
TIME-B word=eleven word-1=<s> word+1=am word+2=</s>
PERIOD_OF_DAY-B word=am word-1=eleven word-2=<s> word+1=</s>

CITY tokyo
CITY_NAME-B word=tokyo word-1=<s> word+1=</s>

DATE_TIME august fifteenth
MONTH_NAME-B word=august word-1=<s> word+1=fifteenth word+2=</s>
DAY_NUMBER-B word=fifteenth word-1=august word-2=<s> word+1=</s>

FLIGHT from denver to seattle
NONE word=from word-1=<s> word+1=denver word+2=to
FROMLOC.CITY_NAME-B word=denver word-1=from word-2=<s> word+1=to word+2=seattle
NONE word=to word-1=denver word-2=from word+1=seattle word+2=</s>
TOLOC.CITY_NAME-B word=seattle word-1=to word-2=denver word+1=</s>

FLIGHT about the fifth of seattle
NONE word=about word-1=<s> word+1=the word+2=fifth
NONE word=the word-1=about word-2=<s> word+1=fifth word+2=of
NONE word=fifth word-1=the word-2=about word+1=of word+2=seattle
NONE word=of word-1=fifth word-2=the word+1=seattle word+2=</s>
CITY_NAME-B word=seattle word-1=of word-2=fifth word+1=</s>

DATE_TIME eight am
TIME-B word=eight word-1=<s> word+1=am word+2=</s>
PERIOD_OF_DAY-B word=am word-1=eight word-2=<s> word+1=</s>

FLIGHT from seattle to denver
NONE word=from word-1=<s> word+1=seattle word+2=to
FROMLOC.CITY_NAME-B word=seattle word-1=from word-2=<s> word+1=to word+2=denver
NONE word=to word-1=seattle word-2=from word+1=denver word+2=</s>
TOLOC.CITY_NAME-B word=denver word-1=to word-2=seattle word+1=</s>

DATE_TIME six pm
TIME-B word=six word-1=<s> word+1=pm word+2=</s>
PERIOD_OF_DAY-B word=pm word-1=six word-2=<s> word+1=</s>

FLIGHT yes one week later
NONE word=yes word-1=<s> word+1=one word+2=week
NONE word=one word-1=yes word-2=<s> word+1=week word+2=later
DATE_RELATIVE-B word=week word-1=one word-2=yes word+1=later word+2=</s>
DATE_RELATIVE-I word=later word-1=week word-2=one word+1=</s>

FLIGHT i'm departing from boston to denver
NONE word=i'm word-1=<s> word+1=departing word+2=from
NONE word=departing word-1=i'm word-2=<s> word+1=from word+2=boston
NONE word=from word-1=departing word-2=i'm word+1=boston word+2=to
FROMLOC.CITY_NAME-B word=boston word-1=from word-2=departing word+1=to word+2=denver
NONE word=to word-1=boston word-2=from word+1=denver word+2=</s>
TOLOC.CITY_NAME-B word=denver word-1=to word-2=boston word+1=</s>

DATE_TIME four twenty pm
TIME-B word=four word-1=<s> word+1=twenty word+2=pm
TIME-B word=twenty word-1=four word-2=<s> word+1=pm word+2=</s>
PERIOD_OF_DAY-B word=pm word-1=twenty word-2=four word+1=</s>

FLIGHT going to seattle
NONE word=going word-1=<s> word+1=to word+2=seattle
NONE word=to word-1=going word-2=<s> word+1=seattle word+2=</s>
TOLOC.CITY_NAME-B word=seattle word-1=to word-2=going word+1=</s>

DATE_TIME september first
MONTH_NAME-B word=september word-1=<s> word+1=first word+2=</s>
DAY_NUMBER-B word=first word-1=september word-2=<s> word+1=</s>

CITY bangkok
CITY_NAME-B word=bangkok word-1=<s> word+1=</s>

DATE_TIME eight o'clock
TIME-B word=eight word-1=<s> word+1=o'clock word+2=</s>
NONE word=o'clock word-1=eight word-2=<s> word+1=</s>

DATE_TIME midnight
TIME-B word=midnight word-1=<s> word+1=</s>

DATE_TIME september nineteenth
MONTH_NAME-B word=september word-1=<s> word+1=nineteenth word+2=</s>
DAY_NUMBER-B word=nineteenth word-1=september word-2=<s> word+1=</s>

DATE_TIME august fifteenth
MONTH_NAME-B word=august word-1=<s> word+1=fifteenth word+2=</s>
DAY_NUMBER-B word=fifteenth word-1=august word-2=<s> word+1=</s>

DATE_TIME ten o'clock am
TIME-B word=ten word-1=<s> word+1=o'clock word+2=am
NONE word=o'clock word-1=ten word-2=<s> word+1=am word+2=</s>
PERIOD_OF_DAY-B word=am word-1=o'clock word-2=ten word+1=</s>

DATE_TIME august fifteenth
MONTH_NAME-B word=august word-1=<s> word+1=fifteenth word+2=</s>
DAY_NUMBER-B word=fifteenth word-1=august word-2=<s> word+1=</s>

AIRLINE united
AIRLINE_CODE-B word=united word-1=<s> word+1=</s>

DATE_TIME august fifteenth
MONTH_NAME-B word=august word-1=<s> word+1=fifteenth word+2=</s>
DAY_NUMBER-B word=fifteenth word-1=august word-2=<s> word+1=</s>

CITY new york
CITY_NAME-B word=new word-1=<s> word+1=york word+2=</s>
CITY_NAME-I word=york word-1=new word-2=<s> word+1=</s>

FLIGHT i'd like to travel from atlanta to new york on february second
NONE word=i'd word-1=<s> word+1=like word+2=to
NONE word=like word-1=i'd word-2=<s> word+1=to word+2=travel
NONE word=to word-1=like word-2=i'd word+1=travel word+2=from
NONE word=travel word-1=to word-2=like word+1=from word+2=atlanta
NONE word=from word-1=travel word-2=to word+1=atlanta word+2=to
FROMLOC.CITY_NAME-B word=atlanta word-1=from word-2=travel word+1=to word+2=new
NONE word=to word-1=atlanta word-2=from word+1=new word+2=york
TOLOC.CITY_NAME-B word=new word-1=to word-2=atlanta word+1=york word+2=on
TOLOC.CITY_NAME-I word=york word-1=new word-2=to word+1=on word+2=february
NONE word=on word-1=york word-2=new word+1=february word+2=second
MONTH_NAME-B word=february word-1=on word-2=york word+1=second word+2=</s>
DAY_NUMBER-B word=second word-1=february word-2=on word+1=</s>

FLIGHT i wanna go from san francisco to to new york city
NONE word=i word-1=<s> word+1=wanna word+2=go
NONE word=wanna word-1=i word-2=<s> word+1=go word+2=from
NONE word=go word-1=wanna word-2=i word+1=from word+2=san
NONE word=from word-1=go word-2=wanna word+1=san word+2=francisco
FROMLOC.CITY_NAME-B word=san word-1=from word-2=go word+1=francisco word+2=to
FROMLOC.CITY_NAME-I word=francisco word-1=san word-2=from word+1=to word+2=to
NONE word=to word-1=francisco word-2=san word+1=to word+2=new
NONE word=to word-1=to word-2=francisco word+1=new word+2=york
TOLOC.CITY_NAME-B word=new word-1=to word-2=to word+1=york word+2=city
TOLOC.CITY_NAME-I word=york word-1=new word-2=to word+1=city word+2=</s>
NONE word=city word-1=york word-2=new word+1=</s>

DATE_TIME november sixth
MONTH_NAME-B word=november word-1=<s> word+1=sixth word+2=</s>
DAY_NUMBER-B word=sixth word-1=november word-2=<s> word+1=</s>

FLIGHT from denver
NONE word=from word-1=<s> word+1=denver word+2=</s>
FROMLOC.CITY_NAME-B word=denver word-1=from word-2=<s> word+1=</s>

DATE_TIME eleven am
TIME-B word=eleven word-1=<s> word+1=am word+2=</s>
PERIOD_OF_DAY-B word=am word-1=eleven word-2=<s> word+1=</s>

DATE_TIME eleven am
TIME-B word=eleven word-1=<s> word+1=am word+2=</s>
PERIOD_OF_DAY-B word=am word-1=eleven word-2=<s> word+1=</s>

DATE_TIME in august twentieth
NONE word=in word-1=<s> word+1=august word+2=twentieth
MONTH_NAME-B word=august word-1=in word-2=<s> word+1=twentieth word+2=</s>
DAY_NUMBER-B word=twentieth word-1=august word-2=in word+1=</s>

FLIGHT i would like to go from denver to boston in august tenth
NONE word=i word-1=<s> word+1=would word+2=like
NONE word=would word-1=i word-2=<s> word+1=like word+2=to
NONE word=like word-1=would word-2=i word+1=to word+2=go
NONE word=to word-1=like word-2=would word+1=go word+2=from
NONE word=go word-1=to word-2=like word+1=from word+2=denver
NONE word=from word-1=go word-2=to word+1=denver word+2=to
FROMLOC.CITY_NAME-B word=denver word-1=from word-2=go word+1=to word+2=boston
NONE word=to word-1=denver word-2=from word+1=boston word+2=in
TOLOC.CITY_NAME-B word=boston word-1=to word-2=denver word+1=in word+2=august
NONE word=in word-1=boston word-2=to word+1=august word+2=tenth
MONTH_NAME-B word=august word-1=in word-2=boston word+1=tenth word+2=</s>
DAY_NUMBER-B word=tenth word-1=august word-2=in word+1=</s>

DATE_TIME august twenty ninth
MONTH_NAME-B word=august word-1=<s> word+1=twenty word+2=ninth
DAY_NUMBER-B word=twenty word-1=august word-2=<s> word+1=ninth word+2=</s>
DAY_NUMBER-I word=ninth word-1=twenty word-2=august word+1=</s>

FLIGHT i would like to leave denver as early as possible
NONE word=i word-1=<s> word+1=would word+2=like
NONE word=would word-1=i word-2=<s> word+1=like word+2=to
NONE word=like word-1=would word-2=i word+1=to word+2=leave
NONE word=to word-1=like word-2=would word+1=leave word+2=denver
NONE word=leave word-1=to word-2=like word+1=denver word+2=as
FROMLOC.CITY_NAME-B word=denver word-1=leave word-2=to word+1=as word+2=early
NONE word=as word-1=denver word-2=leave word+1=early word+2=as
FLIGHT_MOD-B word=early word-1=as word-2=denver word+1=as word+2=possible
NONE word=as word-1=early word-2=as word+1=possible word+2=</s>
NONE word=possible word-1=as word-2=early word+1=</s>

DATE_TIME september third
MONTH_NAME-B word=september word-1=<s> word+1=third word+2=</s>
DAY_NUMBER-B word=third word-1=september word-2=<s> word+1=</s>

AIRLINE northwest airline
AIRLINE_CODE-B word=northwest word-1=<s> word+1=airline word+2=</s>
NONE word=airline word-1=northwest word-2=<s> word+1=</s>

CITY michigan
STATE_NAME-B word=michigan word-1=<s> word+1=</s>

FLIGHT going from columbus to houston
NONE word=going word-1=<s> word+1=from word+2=columbus
NONE word=from word-1=going word-2=<s> word+1=columbus word+2=to
FROMLOC.CITY_NAME-B word=columbus word-1=from word-2=going word+1=to word+2=houston
NONE word=to word-1=columbus word-2=from word+1=houston word+2=</s>
TOLOC.CITY_NAME-B word=houston word-1=to word-2=columbus word+1=</s>

DATE_TIME october tenth
MONTH_NAME-B word=october word-1=<s> word+1=tenth word+2=</s>
DAY_NUMBER-B word=tenth word-1=october word-2=<s> word+1=</s>

AIRLINE united airlines
AIRLINE_CODE-B word=united word-1=<s> word+1=airlines word+2=</s>
NONE word=airlines word-1=united word-2=<s> word+1=</s>

DATE_TIME september twelfth
MONTH_NAME-B word=september word-1=<s> word+1=twelfth word+2=</s>
DAY_NUMBER-B word=twelfth word-1=september word-2=<s> word+1=</s>

DATE_TIME twelve o'clock
TIME-B word=twelve word-1=<s> word+1=o'clock word+2=</s>
NONE word=o'clock word-1=twelve word-2=<s> word+1=</s>

DATE_TIME four o'clock pm
TIME-B word=four word-1=<s> word+1=o'clock word+2=pm
NONE word=o'clock word-1=four word-2=<s> word+1=pm word+2=</s>
PERIOD_OF_DAY-B word=pm word-1=o'clock word-2=four word+1=</s>

DATE_TIME six pm
TIME-B word=six word-1=<s> word+1=pm word+2=</s>
PERIOD_OF_DAY-B word=pm word-1=six word-2=<s> word+1=</s>

CITY seattle
CITY_NAME-B word=seattle word-1=<s> word+1=</s>

DATE_TIME october twenty
MONTH_NAME-B word=october word-1=<s> word+1=twenty word+2=</s>
DAY_NUMBER-B word=twenty word-1=october word-2=<s> word+1=</s>

FLIGHT i would like to go from denver to berlin
NONE word=i word-1=<s> word+1=would word+2=like
NONE word=would word-1=i word-2=<s> word+1=like word+2=to
NONE word=like word-1=would word-2=i word+1=to word+2=go
NONE word=to word-1=like word-2=would word+1=go word+2=from
NONE word=go word-1=to word-2=like word+1=from word+2=denver
NONE word=from word-1=go word-2=to word+1=denver word+2=to
FROMLOC.CITY_NAME-B word=denver word-1=from word-2=go word+1=to word+2=berlin
NONE word=to word-1=denver word-2=from word+1=berlin word+2=</s>
TOLOC.CITY_NAME-B word=berlin word-1=to word-2=denver word+1=</s>

CITY denver colorado
CITY_NAME-B word=denver word-1=<s> word+1=colorado word+2=</s>
STATE_NAME-B word=colorado word-1=denver word-2=<s> word+1=</s>

FLIGHT fly to chicago on september first
NONE word=fly word-1=<s> word+1=to word+2=chicago
NONE word=to word-1=fly word-2=<s> word+1=chicago word+2=on
TOLOC.CITY_NAME-B word=chicago word-1=to word-2=fly word+1=on word+2=september
NONE word=on word-1=chicago word-2=to word+1=september word+2=first
MONTH_NAME-B word=september word-1=on word-2=chicago word+1=first word+2=</s>
DAY_NUMBER-B word=first word-1=september word-2=on word+1=</s>

AIRLINE united
AIRLINE_CODE-B word=united word-1=<s> word+1=</s>

AIRPORT chicago o'hare
CITY_NAME-B word=chicago word-1=<s> word+1=o'hare word+2=</s>
AIRPORT_NAME-B word=o'hare word-1=chicago word-2=<s> word+1=</s>

DATE_TIME one o'clock
TIME-B word=one word-1=<s> word+1=o'clock word+2=</s>
NONE word=o'clock word-1=one word-2=<s> word+1=</s>

DATE_TIME twelve pm
TIME-B word=twelve word-1=<s> word+1=pm word+2=</s>
PERIOD_OF_DAY-B word=pm word-1=twelve word-2=<s> word+1=</s>

DATE_TIME one pm
TIME-B word=one word-1=<s> word+1=pm word+2=</s>
PERIOD_OF_DAY-B word=pm word-1=one word-2=<s> word+1=</s>

DATE_TIME one pm please
TIME-B word=one word-1=<s> word+1=pm word+2=please
PERIOD_OF_DAY-B word=pm word-1=one word-2=<s> word+1=please word+2=</s>
NONE word=please word-1=pm word-2=one word+1=</s>

FLIGHT from dia to missoula montana
NONE word=from word-1=<s> word+1=dia word+2=to
AIRPORT_CODE-B word=dia word-1=from word-2=<s> word+1=to word+2=missoula
NONE word=to word-1=dia word-2=from word+1=missoula word+2=montana
TOLOC.CITY_NAME-B word=missoula word-1=to word-2=dia word+1=montana word+2=</s>
STATE_NAME-B word=montana word-1=missoula word-2=to word+1=</s>

FLIGHT i would like to go at the september one
NONE word=i word-1=<s> word+1=would word+2=like
NONE word=would word-1=i word-2=<s> word+1=like word+2=to
NONE word=like word-1=would word-2=i word+1=to word+2=go
NONE word=to word-1=like word-2=would word+1=go word+2=at
NONE word=go word-1=to word-2=like word+1=at word+2=the
NONE word=at word-1=go word-2=to word+1=the word+2=september
NONE word=the word-1=at word-2=go word+1=september word+2=one
MONTH_NAME-B word=september word-1=the word-2=at word+1=one word+2=</s>
DAY_NUMBER-B word=one word-1=september word-2=the word+1=</s>

AIRLINE delta airlines
AIRLINE_CODE-B word=delta word-1=<s> word+1=airlines word+2=</s>
NONE word=airlines word-1=delta word-2=<s> word+1=</s>

CITY denver
CITY_NAME-B word=denver word-1=<s> word+1=</s>

DATE_TIME six am denver time
TIME-B word=six word-1=<s> word+1=am word+2=denver
PERIOD_OF_DAY-B word=am word-1=six word-2=<s> word+1=denver word+2=time
CITY_NAME-B word=denver word-1=am word-2=six word+1=time word+2=</s>
NONE word=time word-1=denver word-2=am word+1=</s>

FLIGHT late evening
PERIOD_MOD-B word=late word-1=<s> word+1=evening word+2=</s>
PERIOD_OF_DAY-B word=evening word-1=late word-2=<s> word+1=</s>

DATE_TIME september seventh
MONTH_NAME-B word=september word-1=<s> word+1=seventh word+2=</s>
DAY_NUMBER-B word=seventh word-1=september word-2=<s> word+1=</s>

DATE_TIME five pm
TIME-B word=five word-1=<s> word+1=pm word+2=</s>
PERIOD_OF_DAY-B word=pm word-1=five word-2=<s> word+1=</s>

DATE_TIME at eight pm
NONE word=at word-1=<s> word+1=eight word+2=pm
TIME-B word=eight word-1=at word-2=<s> word+1=pm word+2=</s>
PERIOD_OF_DAY-B word=pm word-1=eight word-2=at word+1=</s>

DATE_TIME in the morning
NONE word=in word-1=<s> word+1=the word+2=morning
NONE word=the word-1=in word-2=<s> word+1=morning word+2=</s>
PERIOD_OF_DAY-B word=morning word-1=the word-2=in word+1=</s>

CAR no i'd like a rental car
NEGATIVE-B word=no word-1=<s> word+1=i'd word+2=like
NONE word=i'd word-1=no word-2=<s> word+1=like word+2=a
